,year,raceId,driverId,constructorId,number,grid,position,positionText,points,laps,time,miliseconds,fastestLap,fastestLapSpeed,statusId,fastestLapTime
1202,2012,13,alonso,alonso,14,10,3,3,15,53,+20.594,4801815,44,,Finished,1:28.835
1203,2012,13,massa,massa,19,3,4,4,12,53,+29.667,4810888,33,,Finished,1:28.914
1204,2012,13,raikkonen,raikkonen,7,7,5,5,10,53,+30.881,4812102,52,,Finished,1:29.109
1205,2012,13,michael_schumacher,michael_schumacher,,4,6,6,8,53,+31.259,4812480,51,,Finished,1:27.718
1206,2012,13,rosberg,rosberg,6,6,7,7,6,53,+33.550,4814771,53,,Finished,1:27.239
1207,2012,13,resta,resta,,9,8,8,4,53,+41.057,4822278,51,,Finished,1:29.068
1208,2012,13,kobayashi,kobayashi,10,8,9,9,2,53,+43.898,4825119,39,,Finished,1:29.032
1209,2012,13,bruno_senna,bruno_senna,,13,10,10,1,53,+48.144,4829365,52,,Finished,1:28.742
1210,2012,13,maldonado,maldonado,13,22,11,11,0,53,+48.682,4829903,51,,Finished,1:28.053
1211,2012,13,ricciardo,ricciardo,3,14,12,12,0,53,+50.316,4831537,46,,Finished,1:28.621
1212,2012,13,ambrosio,ambrosio,,15,13,13,0,53,+1:15.861,4857082,52,,Finished,1:28.677
1213,2012,13,kovalainen,kovalainen,,17,14,14,0,52,,,46,,+1 Lap,1:29.399
1214,2012,13,petrov,petrov,,18,15,15,0,52,,,46,,+1 Lap,1:29.066
1215,2012,13,pic,pic,,20,16,16,0,52,,,44,,+1 Lap,1:29.753
1216,2012,13,glock,glock,,19,17,17,0,52,,,50,,+1 Lap,1:29.888
1217,2012,13,rosa,rosa,,23,18,18,0,52,,,51,,+1 Lap,1:30.398
1218,2012,13,karthikeyan,karthikeyan,,21,19,19,0,52,,,44,,+1 Lap,1:31.086
1219,2012,13,webber,webber,,11,20,20,0,51,,,43,,Vibrations,1:29.202
1220,2012,13,hulkenberg,hulkenberg,27,24,21,21,0,50,,,46,,Brakes,1:28.578
1221,2012,13,vettel,vettel,5,5,22,22,0,47,,,46,,Alternator,1:28.713
1222,2012,13,button,button,22,2,23,R,0,32,,,31,,Fuel pressure,1:28.926
1223,2012,13,vergne,vergne,25,16,24,R,0,8,,,6,,Suspension,1:31.962
1224,2012,14,vettel,vettel,5,3,1,1,25,59,2:00:26.144,7226144,50,,Finished,1:52.134
1225,2012,14,button,button,22,4,2,2,18,59,+8.959,7235103,47,,Finished,1:52.625
1226,2012,14,alonso,alonso,14,5,3,3,15,59,+15.227,7241371,53,,Finished,1:52.709
1227,2012,14,resta,resta,,6,4,4,12,59,+19.063,7245207,54,,Finished,1:52.931
1228,2012,14,rosberg,rosberg,6,10,5,5,10,59,+34.784,7260928,55,,Finished,1:53.897
1229,2012,14,raikkonen,raikkonen,7,12,6,6,8,59,+35.759,7261903,53,,Finished,1:53.785
1230,2012,14,grosjean,grosjean,8,8,7,7,6,59,+36.698,7262842,56,,Finished,1:54.123
1231,2012,14,massa,massa,19,13,8,8,4,59,+42.829,7268973,47,,Finished,1:53.997
1232,2012,14,ricciardo,ricciardo,3,15,9,9,2,59,+45.820,7271964,53,,Finished,1:54.267
1233,2012,14,perez,perez,11,14,10,10,1,59,+50.619,7276763,51,,Finished,1:52.778
1234,2012,14,webber,webber,,7,11,11,0,59,+87.175,7313319,53,,Finished,1:53.726
1235,2012,14,glock,glock,,20,12,12,0,59,+91.918,7318062,30,,Finished,1:56.057
1236,2012,14,kobayashi,kobayashi,10,17,13,13,0,59,+97.141,7323285,52,,Finished,1:51.690
1237,2012,14,hulkenberg,hulkenberg,27,11,14,14,0,59,+99.413,7325557,52,,Finished,1:51.033
1238,2012,14,kovalainen,kovalainen,,19,15,15,0,59,+107.967,7334111,48,,Finished,1:55.233
1239,2012,14,pic,pic,,21,16,16,0,59,+132.925,7359069,37,,Finished,1:56.486
1240,2012,14,rosa,rosa,,24,17,17,0,58,,,48,,+1 Lap,1:57.671
1241,2012,14,bruno_senna,bruno_senna,,22,18,18,0,57,,,27,,Retired,1:53.610
1242,2012,14,petrov,petrov,,18,19,19,0,57,,,44,,+2 Laps,1:55.140
1243,2012,14,vergne,vergne,25,16,20,R,0,38,,,28,,Collision,1:53.510
1244,2012,14,michael_schumacher,michael_schumacher,,9,21,R,0,38,,,26,,Collision,1:56.047
1245,2012,14,maldonado,maldonado,13,2,22,R,0,36,,,27,,Hydraulics,1:55.120
1246,2012,14,karthikeyan,karthikeyan,,23,23,R,0,30,,,26,,Accident,1:58.507
1247,2012,14,hamilton,hamilton,44,1,24,R,0,22,,,14,,Gearbox,1:55.541
1248,2012,15,vettel,vettel,5,1,1,1,25,53,1:28:56.242,5336242,52,,Finished,1:35.774
1249,2012,15,massa,massa,19,10,2,2,18,53,+20.639,5356881,50,,Finished,1:36.894
1250,2012,15,kobayashi,kobayashi,10,3,3,3,15,53,+24.538,5360780,52,,Finished,1:36.679
1251,2012,15,button,button,22,8,4,4,12,53,+25.098,5361340,51,,Finished,1:36.606
1252,2012,15,hamilton,hamilton,44,9,5,5,10,53,+46.490,5382732,45,,Finished,1:37.760
1253,2012,15,raikkonen,raikkonen,7,7,6,6,8,53,+50.424,5386666,49,,Finished,1:37.886
1254,2012,15,hulkenberg,hulkenberg,27,15,7,7,6,53,+51.159,5387401,46,,Finished,1:37.938
1255,2012,15,maldonado,maldonado,13,12,8,8,4,53,+52.364,5388606,45,,Finished,1:37.771
1256,2012,15,webber,webber,,2,9,9,2,53,+54.675,5390917,49,,Finished,1:37.128
1257,2012,15,ricciardo,ricciardo,3,14,10,10,1,53,+66.919,5403161,50,,Finished,1:37.455
1258,2012,15,michael_schumacher,michael_schumacher,,23,11,11,0,53,+67.769,5404011,43,,Finished,1:36.942
1259,2012,15,resta,resta,,11,12,12,0,53,+83.460,5419702,48,,Finished,1:37.535
1260,2012,15,vergne,vergne,25,19,13,13,0,53,+88.645,5424887,39,,Finished,1:37.533
1261,2012,15,bruno_senna,bruno_senna,,16,14,14,0,53,+88.709,5424951,44,,Finished,1:36.819
1262,2012,15,kovalainen,kovalainen,,17,15,15,0,52,,,52,,+1 Lap,1:38.043
1263,2012,15,glock,glock,,18,16,16,0,52,,,48,,+1 Lap,1:38.756
1264,2012,15,petrov,petrov,,22,17,17,0,52,,,47,,+1 Lap,1:38.344
1265,2012,15,rosa,rosa,,20,18,18,0,52,,,50,,+1 Lap,1:39.351
1266,2012,15,grosjean,grosjean,8,4,19,19,0,51,,,32,,+2 Laps,1:38.277
1267,2012,15,pic,pic,,21,20,R,0,37,,,34,,Engine,1:40.493
1268,2012,15,karthikeyan,karthikeyan,,24,21,R,0,32,,,21,,Vibrations,1:41.388
1269,2012,15,perez,perez,11,5,22,R,0,18,,,17,,Spun off,1:38.983
1270,2012,15,alonso,alonso,14,6,23,R,0,0,,,,,Collision,
1271,2012,15,rosberg,rosberg,6,13,24,R,0,0,,,,,Collision,
1272,2012,16,vettel,vettel,5,2,1,1,25,55,1:36:28.651,5788651,55,,Finished,1:42.499
1273,2012,16,webber,webber,,1,2,2,18,55,+8.231,5796882,54,,Finished,1:42.037
1274,2012,16,alonso,alonso,14,4,3,3,15,55,+13.944,5802595,52,,Finished,1:42.442
1275,2012,16,massa,massa,19,6,4,4,12,55,+20.168,5808819,48,,Finished,1:42.242
1276,2012,16,raikkonen,raikkonen,7,5,5,5,10,55,+36.739,5825390,51,,Finished,1:42.822
1277,2012,16,hulkenberg,hulkenberg,27,8,6,6,8,55,+45.301,5833952,54,,Finished,1:42.645
1278,2012,16,grosjean,grosjean,8,7,7,7,6,55,+54.812,5843463,44,,Finished,1:42.783
1279,2012,16,vergne,vergne,25,16,8,8,4,55,+69.589,5858240,48,,Finished,1:42.721
1280,2012,16,ricciardo,ricciardo,3,21,9,9,2,55,+71.787,5860438,45,,Finished,1:43.148
1281,2012,16,hamilton,hamilton,44,3,10,10,1,55,+79.692,5868343,49,,Finished,1:42.721
1282,2012,16,perez,perez,11,12,11,11,0,55,+80.062,5868713,49,,Finished,1:42.495
1283,2012,16,resta,resta,,14,12,12,0,55,+84.448,5873099,48,,Finished,1:43.517
1284,2012,16,michael_schumacher,michael_schumacher,,10,13,13,0,55,+89.241,5877892,49,,Finished,1:43.184
1285,2012,16,maldonado,maldonado,13,15,14,14,0,55,+94.924,5883575,55,,Finished,1:42.679
1286,2012,16,bruno_senna,bruno_senna,,17,15,15,0,55,+96.902,5885553,49,,Finished,1:43.411
1287,2012,16,petrov,petrov,,18,16,16,0,54,,,50,,+1 Lap,1:45.013
1288,2012,16,kovalainen,kovalainen,,19,17,17,0,54,,,43,,+1 Lap,1:44.955
1289,2012,16,glock,glock,,20,18,18,0,54,,,42,,+1 Lap,1:45.236
1290,2012,16,pic,pic,,24,19,19,0,53,,,52,,+2 Laps,1:44.462
1291,2012,16,karthikeyan,karthikeyan,,23,20,20,0,53,,,39,,+2 Laps,1:47.068
1292,2012,16,rosa,rosa,,22,21,R,0,16,,,9,,Throttle,1:49.861
1293,2012,16,kobayashi,kobayashi,10,13,22,R,0,16,,,3,,Collision damage,1:47.066
1294,2012,16,rosberg,rosberg,6,9,23,R,0,1,,,,,Collision,
1295,2012,16,button,button,22,11,24,R,0,0,,,,,Collision,
1296,2012,17,vettel,vettel,5,1,1,1,25,60,1:31:10.744,5470744,60,,Finished,1:28.723
1297,2012,17,alonso,alonso,14,5,2,2,18,60,+9.437,5480181,60,,Finished,1:28.630
1298,2012,17,webber,webber,,2,3,3,15,60,+13.217,5483961,59,,Finished,1:29.029
1299,2012,17,hamilton,hamilton,44,3,4,4,12,60,+13.909,5484653,58,,Finished,1:28.944
1300,2012,17,button,button,22,4,5,5,10,60,+26.266,5497010,60,,Finished,1:28.203
1301,2012,17,massa,massa,19,6,6,6,8,60,+44.674,5515418,59,,Finished,1:29.283
1302,2012,17,raikkonen,raikkonen,7,7,7,7,6,60,+45.227,5515971,54,,Finished,1:29.354
1303,2012,17,hulkenberg,hulkenberg,27,12,8,8,4,60,+54.998,5525742,60,,Finished,1:29.230
1304,2012,17,grosjean,grosjean,8,11,9,9,2,60,+56.103,5526847,57,,Finished,1:29.522
1305,2012,17,bruno_senna,bruno_senna,,13,10,10,1,60,+1:14.975,5545719,60,,Finished,1:28.431
1306,2012,17,rosberg,rosberg,6,10,11,11,0,60,+1:21.694,5552438,59,,Finished,1:29.492
1307,2012,17,resta,resta,,16,12,12,0,60,+1:22.815,5553559,59,,Finished,1:29.086
1308,2012,17,ricciardo,ricciardo,3,15,13,13,0,60,+1:26.064,5556808,57,,Finished,1:29.440
1309,2012,17,kobayashi,kobayashi,10,17,14,14,0,60,+1:26.495,5557239,51,,Finished,1:29.204
1310,2012,17,vergne,vergne,25,18,15,15,0,59,,,59,,+1 Lap,1:30.091
1311,2012,17,maldonado,maldonado,13,9,16,16,0,59,,,50,,+1 Lap,1:30.067
1312,2012,17,petrov,petrov,,19,17,17,0,59,,,58,,+1 Lap,1:31.163
1313,2012,17,kovalainen,kovalainen,,20,18,18,0,59,,,57,,+1 Lap,1:30.786
1314,2012,17,pic,pic,,24,19,19,0,59,,,55,,+1 Lap,1:31.366
1315,2012,17,glock,glock,,21,20,20,0,58,,,56,,+2 Laps,1:31.721
1316,2012,17,karthikeyan,karthikeyan,,23,21,21,0,58,,,53,,+2 Laps,1:32.161
1317,2012,17,michael_schumacher,michael_schumacher,,14,22,22,0,55,,,53,,Retired,1:29.230
1318,2012,17,rosa,rosa,,22,23,R,0,43,,,39,,Accident,1:32.864
1319,2012,17,perez,perez,11,8,24,R,0,21,,,17,,Accident,1:32.208
1320,2012,18,raikkonen,raikkonen,7,4,1,1,25,55,1:45:58.667,6358667,50,,Finished,1:44.458
1321,2012,18,alonso,alonso,14,6,2,2,18,55,+0.852,6359519,53,,Finished,1:44.090
1322,2012,18,vettel,vettel,5,24,3,3,15,55,+4.163,6362830,54,,Finished,1:43.964
1323,2012,18,button,button,22,5,4,4,12,55,+7.787,6366454,50,,Finished,1:44.533
1324,2012,18,maldonado,maldonado,13,3,5,5,10,55,+13.007,6371674,55,,Finished,1:44.833
1325,2012,18,kobayashi,kobayashi,10,15,6,6,8,55,+20.076,6378743,55,,Finished,1:45.423
1326,2012,18,massa,massa,19,8,7,7,6,55,+22.896,6381563,53,,Finished,1:45.700
1327,2012,18,bruno_senna,bruno_senna,,14,8,8,4,55,+23.542,6382209,49,,Finished,1:45.693
1328,2012,18,resta,resta,,12,9,9,2,55,+24.160,6382827,53,,Finished,1:45.617
1329,2012,18,ricciardo,ricciardo,3,16,10,10,1,55,+27.463,6386130,53,,Finished,1:45.903
1330,2012,18,michael_schumacher,michael_schumacher,,13,11,11,0,55,+28.075,6386742,51,,Finished,1:45.225
1331,2012,18,vergne,vergne,25,17,12,12,0,55,+34.906,6393573,53,,Finished,1:46.113
1332,2012,18,kovalainen,kovalainen,,18,13,13,0,55,+47.764,6406431,51,,Finished,1:47.115
1333,2012,18,glock,glock,,21,14,14,0,55,+56.473,6415140,54,,Finished,1:47.661
1334,2012,18,perez,perez,11,11,15,15,0,55,+56.768,6415435,54,,Finished,1:45.410
1335,2012,18,petrov,petrov,,20,16,16,0,55,+64.595,6423262,50,,Finished,1:48.308
1336,2012,18,rosa,rosa,,22,17,17,0,55,+71.778,6430445,47,,Finished,1:48.619
1337,2012,18,pic,pic,,19,18,R,0,41,,,33,,Retired,1:49.079
1338,2012,18,grosjean,grosjean,8,9,19,R,0,37,,,36,,Collision,1:47.521
1339,2012,18,webber,webber,,2,20,R,0,37,,,32,,Collision,1:46.959
1340,2012,18,hamilton,hamilton,44,1,21,R,0,19,,,19,,Electrical,1:47.266
1341,2012,18,karthikeyan,karthikeyan,,23,22,R,0,7,,,6,,Collision,1:52.238
1342,2012,18,rosberg,rosberg,6,7,23,R,0,7,,,4,,Collision,1:49.340
1343,2012,18,hulkenberg,hulkenberg,27,10,24,R,0,0,,,,,Collision,
1344,2012,19,hamilton,hamilton,44,2,1,1,25,56,1:35:55.269,5755269,55,,Finished,1:39.709
1345,2012,19,vettel,vettel,5,1,2,2,18,56,+0.675,5755944,56,,Finished,1:39.347
1346,2012,19,alonso,alonso,14,7,3,3,15,56,+39.229,5794498,56,,Finished,1:39.672
1347,2012,19,massa,massa,19,11,4,4,12,56,+46.013,5801282,56,,Finished,1:39.402
1348,2012,19,button,button,22,12,5,5,10,56,+56.432,5811701,54,,Finished,1:40.150
1349,2012,19,raikkonen,raikkonen,7,4,6,6,8,56,+64.425,5819694,56,,Finished,1:39.474
1350,2012,19,grosjean,grosjean,8,8,7,7,6,56,+70.313,5825582,55,,Finished,1:40.625
1351,2012,19,hulkenberg,hulkenberg,27,6,8,8,4,56,+73.792,5829061,53,,Finished,1:41.048
1352,2012,19,maldonado,maldonado,13,9,9,9,2,56,+74.525,5829794,53,,Finished,1:40.719
1353,2012,19,bruno_senna,bruno_senna,,10,10,10,1,56,+75.133,5830402,53,,Finished,1:40.745
1354,2012,19,perez,perez,11,15,11,11,0,56,+84.341,5839610,53,,Finished,1:40.701
1355,2012,19,ricciardo,ricciardo,3,18,12,12,0,56,+84.871,5840140,53,,Finished,1:40.772
1356,2012,19,rosberg,rosberg,6,17,13,13,0,56,+85.510,5840779,51,,Finished,1:40.428
1357,2012,19,kobayashi,kobayashi,10,16,14,14,0,55,,,55,,+1 Lap,1:40.315
1358,2012,19,resta,resta,,13,15,15,0,55,,,55,,+1 Lap,1:40.594
1359,2012,19,michael_schumacher,michael_schumacher,,5,16,16,0,55,,,54,,+1 Lap,1:40.923
1360,2012,19,petrov,petrov,,21,17,17,0,55,,,55,,+1 Lap,1:42.824
1361,2012,19,kovalainen,kovalainen,,22,18,18,0,55,,,50,,+1 Lap,1:43.072
1362,2012,19,glock,glock,,19,19,19,0,55,,,40,,+1 Lap,1:43.324
1363,2012,19,pic,pic,,20,20,20,0,54,,,54,,+2 Laps,1:42.481
1364,2012,19,rosa,rosa,,23,21,21,0,54,,,43,,+2 Laps,1:44.664
1365,2012,19,karthikeyan,karthikeyan,,24,22,22,0,54,,,51,,+2 Laps,1:44.508
1366,2012,19,webber,webber,,3,23,R,0,16,,,13,,Alternator,1:43.599
1367,2012,19,vergne,vergne,25,14,24,R,0,14,,,12,,Suspension,1:44.775
1368,2012,20,button,button,22,2,1,1,25,71,1:45:22.656,6322656,37,,Finished,1:18.108
1369,2012,20,alonso,alonso,14,7,2,2,18,71,+2.754,6325410,36,,Finished,1:18.623
1370,2012,20,massa,massa,19,5,3,3,15,71,+3.615,6326271,37,,Finished,1:18.879
1371,2012,20,webber,webber,,3,4,4,12,71,+4.936,6327592,39,,Finished,1:18.903
1372,2012,20,hulkenberg,hulkenberg,27,6,5,5,10,71,+5.708,6328364,38,,Finished,1:18.210
1373,2012,20,vettel,vettel,5,4,6,6,8,71,+9.453,6332109,36,,Finished,1:19.090
1374,2012,20,michael_schumacher,michael_schumacher,,13,7,7,6,71,+11.907,6334563,37,,Finished,1:20.158
1375,2012,20,vergne,vergne,25,17,8,8,4,71,+28.653,6351309,39,,Finished,1:18.983
1376,2012,20,kobayashi,kobayashi,10,14,9,9,2,71,+31.250,6353906,35,,Finished,1:18.973
1377,2012,20,raikkonen,raikkonen,7,8,10,10,1,70,,,34,,+1 Lap,1:19.444
1378,2012,20,petrov,petrov,,19,11,11,0,70,,,39,,+1 Lap,1:20.528
1379,2012,20,pic,pic,,22,12,12,0,70,,,36,,+1 Lap,1:20.310
1380,2012,20,ricciardo,ricciardo,3,15,13,13,0,70,,,36,,+1 Lap,1:19.308
1381,2012,20,kovalainen,kovalainen,,20,14,14,0,70,,,39,,+1 Lap,1:19.256
1382,2012,20,rosberg,rosberg,6,9,15,15,0,70,,,38,,+1 Lap,1:20.266
1383,2012,20,glock,glock,,21,16,16,0,70,,,34,,+1 Lap,1:19.686
1384,2012,20,rosa,rosa,,24,17,17,0,69,,,37,,+2 Laps,1:21.085
1385,2012,20,karthikeyan,karthikeyan,,23,18,18,0,69,,,40,,+2 Laps,1:21.544
1386,2012,20,resta,resta,,10,19,19,0,68,,,39,,Accident,1:19.314
1387,2012,20,hamilton,hamilton,44,1,20,R,0,54,,,38,,Collision,1:18.069
1388,2012,20,grosjean,grosjean,8,18,21,R,0,5,,,2,,Accident,1:22.184
1389,2012,20,maldonado,maldonado,13,16,22,R,0,1,,,,,Collision,
1390,2012,20,bruno_senna,bruno_senna,,11,23,R,0,0,,,,,Collision,
1391,2012,20,perez,perez,11,12,24,R,0,0,,,,,Collision,
1392,2013,1,raikkonen,raikkonen,7,7,1,1,25,58,1:30:03.225,5403225,56,,Finished,1:29.274
1393,2013,1,alonso,alonso,14,5,2,2,18,58,+12.451,5415676,53,,Finished,1:29.560
1394,2013,1,vettel,vettel,5,1,3,3,15,58,+22.346,5425571,42,,Finished,1:30.409
1395,2013,1,massa,massa,19,4,4,4,12,58,+33.577,5436802,38,,Finished,1:30.239
1396,2013,1,hamilton,hamilton,44,3,5,5,10,58,+45.561,5448786,45,,Finished,1:29.759
1397,2013,1,webber,webber,,2,6,6,8,58,+46.800,5450025,45,,Finished,1:29.732
1398,2013,1,sutil,sutil,99,12,7,7,6,58,+1:05.068,5468293,49,,Finished,1:30.710
1399,2013,1,resta,resta,,9,8,8,4,58,+1:08.449,5471674,56,,Finished,1:30.894
1400,2013,1,button,button,22,10,9,9,2,58,+1:21.630,5484855,41,,Finished,1:30.198
1401,2013,1,grosjean,grosjean,8,8,10,10,1,58,+1:22.759,5485984,41,,Finished,1:30.395
1402,2013,1,perez,perez,11,15,11,11,0,58,+1:23.367,5486592,46,,Finished,1:29.926
1403,2013,1,vergne,vergne,25,13,12,12,0,58,+1:23.857,5487082,50,,Finished,1:29.498
1404,2013,1,gutierrez,gutierrez,21,18,13,13,0,57,,,32,,+1 Lap,1:31.415
1405,2013,1,bottas,bottas,77,16,14,14,0,57,,,42,,+1 Lap,1:30.652
1406,2013,1,jules_bianchi,jules_bianchi,17,19,15,15,0,57,,,52,,+1 Lap,1:30.454
1407,2013,1,pic,pic,,22,16,16,0,56,,,55,,+2 Laps,1:32.261
1408,2013,1,chilton,chilton,4,20,17,17,0,56,,,49,,+2 Laps,1:32.210
1409,2013,1,garde,garde,,21,18,18,0,56,,,39,,+2 Laps,1:32.636
1410,2013,1,ricciardo,ricciardo,3,14,19,R,0,39,,,33,,Hydraulics,1:30.881
1411,2013,1,rosberg,rosberg,6,6,20,R,0,26,,,18,,Electrical,1:32.259
1412,2013,1,maldonado,maldonado,13,17,21,R,0,24,,,12,,Spun off,1:32.915
1413,2013,1,hulkenberg,hulkenberg,27,11,22,W,0,0,,,,,Fuel system,
1414,2013,2,vettel,vettel,5,1,1,1,25,56,1:38:56.681,5936681,45,,Finished,1:40.446
1415,2013,2,webber,webber,,5,2,2,18,56,+4.298,5940979,45,,Finished,1:40.685
1416,2013,2,hamilton,hamilton,44,4,3,3,15,56,+12.181,5948862,32,,Finished,1:41.001
1417,2013,2,rosberg,rosberg,6,6,4,4,12,56,+12.640,5949321,44,,Finished,1:40.755
1418,2013,2,massa,massa,19,2,5,5,10,56,+25.648,5962329,50,,Finished,1:39.805
1419,2013,2,grosjean,grosjean,8,11,6,6,8,56,+35.564,5972245,37,,Finished,1:41.226
1420,2013,2,raikkonen,raikkonen,7,10,7,7,6,56,+48.479,5985160,37,,Finished,1:41.769
1421,2013,2,hulkenberg,hulkenberg,27,12,8,8,4,56,+53.044,5989725,46,,Finished,1:40.727
1422,2013,2,perez,perez,11,9,9,9,2,56,+1:12.357,6009038,56,,Finished,1:39.199
1423,2013,2,vergne,vergne,25,17,10,10,1,56,+1:27.124,6023805,45,,Finished,1:40.492
1424,2013,2,bottas,bottas,77,18,11,11,0,56,+1:28.610,6025291,54,,Finished,1:41.373
1425,2013,2,gutierrez,gutierrez,21,14,12,12,0,55,,,54,,+1 Lap,1:40.929
1426,2013,2,jules_bianchi,jules_bianchi,17,19,13,13,0,55,,,47,,+1 Lap,1:42.423
1427,2013,2,pic,pic,,20,14,14,0,55,,,51,,+1 Lap,1:42.942
1428,2013,2,garde,garde,,22,15,15,0,55,,,44,,+1 Lap,1:43.157
1429,2013,2,chilton,chilton,4,21,16,16,0,54,,,44,,+2 Laps,1:43.150
1430,2013,2,button,button,22,7,17,17,0,53,,,43,,Withdrew,1:40.556
1431,2013,2,ricciardo,ricciardo,3,13,18,18,0,51,,,35,,Retired,1:42.581
1432,2013,2,maldonado,maldonado,13,16,19,R,0,45,,,34,,Retired,1:43.465
1433,2013,2,sutil,sutil,99,8,20,R,0,27,,,24,,Wheel nut,1:42.791
1434,2013,2,resta,resta,,15,21,R,0,22,,,19,,Wheel nut,1:43.094
1435,2013,2,alonso,alonso,14,3,22,R,0,1,,,,,Collision,
1436,2013,3,alonso,alonso,14,3,1,1,25,56,1:36:26.945,5786945,46,,Finished,1:39.506
1437,2013,3,raikkonen,raikkonen,7,2,2,2,18,56,+10.168,5797113,51,,Finished,1:39.955
1438,2013,3,hamilton,hamilton,44,1,3,3,15,56,+12.322,5799267,50,,Finished,1:39.981
1439,2013,3,vettel,vettel,5,9,4,4,12,56,+12.525,5799470,53,,Finished,1:36.808
1440,2013,3,button,button,22,8,5,5,10,56,+35.285,5822230,56,,Finished,1:38.058
1441,2013,3,massa,massa,19,5,6,6,8,56,+40.827,5827772,55,,Finished,1:40.284
1442,2013,3,ricciardo,ricciardo,3,7,7,7,6,56,+42.691,5829636,55,,Finished,1:40.240
1443,2013,3,resta,resta,,11,8,8,4,56,+51.084,5838029,55,,Finished,1:40.101
1444,2013,3,grosjean,grosjean,8,6,9,9,2,56,+53.423,5840368,55,,Finished,1:40.563
1445,2013,3,hulkenberg,hulkenberg,27,10,10,10,1,56,+56.598,5843543,31,,Finished,1:40.630
1446,2013,3,perez,perez,11,12,11,11,0,56,+1:03.860,5850805,55,,Finished,1:41.281
1447,2013,3,vergne,vergne,25,15,12,12,0,56,+1:12.604,5859549,56,,Finished,1:40.138
1448,2013,3,bottas,bottas,77,16,13,13,0,56,+1:33.861,5880806,53,,Finished,1:38.200
1449,2013,3,maldonado,maldonado,13,14,14,14,0,56,+1:35.453,5882398,54,,Finished,1:40.968
1450,2013,3,jules_bianchi,jules_bianchi,17,18,15,15,0,55,,,35,,+1 Lap,1:41.537
1451,2013,3,pic,pic,,20,16,16,0,55,,,48,,+1 Lap,1:41.997
1452,2013,3,chilton,chilton,4,19,17,17,0,55,,,39,,+1 Lap,1:41.978
1453,2013,3,garde,garde,,21,18,18,0,55,,,42,,+1 Lap,1:42.357
1454,2013,3,rosberg,rosberg,6,4,19,R,0,21,,,7,,Suspension,1:43.378
1455,2013,3,webber,webber,,22,20,R,0,15,,,12,,Wheel,1:43.416
1456,2013,3,sutil,sutil,99,13,21,R,0,5,,,3,,Collision,1:44.257
1457,2013,3,gutierrez,gutierrez,21,17,22,R,0,4,,,2,,Collision,1:44.775
1458,2013,4,vettel,vettel,5,2,1,1,25,57,1:36:00.498,5760498,55,,Finished,1:36.961
1459,2013,4,raikkonen,raikkonen,7,8,2,2,18,57,+9.111,5769609,57,,Finished,1:38.164
1460,2013,4,grosjean,grosjean,8,11,3,3,15,57,+19.507,5780005,52,,Finished,1:37.627
1461,2013,4,resta,resta,,5,4,4,12,57,+21.727,5782225,57,,Finished,1:38.336
1462,2013,4,hamilton,hamilton,44,9,5,5,10,57,+35.230,5795728,48,,Finished,1:38.204
1463,2013,4,perez,perez,11,12,6,6,8,57,+35.998,5796496,41,,Finished,1:37.913
1464,2013,4,webber,webber,,7,7,7,6,57,+37.244,5797742,52,,Finished,1:38.557
1465,2013,4,alonso,alonso,14,3,8,8,4,57,+37.574,5798072,41,,Finished,1:37.204
1466,2013,4,rosberg,rosberg,6,1,9,9,2,57,+41.126,5801624,48,,Finished,1:37.588
1467,2013,4,button,button,22,10,10,10,1,57,+46.631,5807129,49,,Finished,1:37.743
1468,2013,4,maldonado,maldonado,13,17,11,11,0,57,+1:06.450,5826948,57,,Finished,1:38.962
1469,2013,4,hulkenberg,hulkenberg,27,14,12,12,0,57,+1:12.933,5833431,43,,Finished,1:38.770
1470,2013,4,sutil,sutil,99,6,13,13,0,57,+1:16.719,5837217,44,,Finished,1:37.070
1471,2013,4,bottas,bottas,77,15,14,14,0,57,+1:21.511,5842009,57,,Finished,1:38.192
1472,2013,4,massa,massa,19,4,15,15,0,57,+1:26.364,5846862,42,,Finished,1:38.839
1473,2013,4,ricciardo,ricciardo,3,13,16,16,0,56,,,51,,+1 Lap,1:39.579
1474,2013,4,pic,pic,,18,17,17,0,56,,,37,,+1 Lap,1:39.546
1475,2013,4,gutierrez,gutierrez,21,22,18,18,0,56,,,45,,+1 Lap,1:38.202
1476,2013,4,jules_bianchi,jules_bianchi,17,19,19,19,0,56,,,50,,+1 Lap,1:38.756
1477,2013,4,chilton,chilton,4,21,20,20,0,56,,,50,,+1 Lap,1:39.279
1478,2013,4,garde,garde,,20,21,21,0,55,,,49,,+2 Laps,1:39.334
1479,2013,4,vergne,vergne,25,16,22,R,0,16,,,4,,Puncture,1:43.107
1480,2013,5,alonso,alonso,14,5,1,1,25,66,1:39:16.596,5956596,53,,Finished,1:26.681
1481,2013,5,raikkonen,raikkonen,7,4,2,2,18,66,+9.338,5965934,47,,Finished,1:26.757
1482,2013,5,massa,massa,19,9,3,3,15,66,+26.049,5982645,56,,Finished,1:26.394
1483,2013,5,vettel,vettel,5,3,4,4,12,66,+38.273,5994869,55,,Finished,1:27.036
1484,2013,5,webber,webber,,7,5,5,10,66,+47.963,6004559,55,,Finished,1:27.017
1485,2013,5,rosberg,rosberg,6,1,6,6,8,66,+1:08.020,6024616,56,,Finished,1:27.591
