year,circuitId,name,location,country,lat,lng,alt,url
1982,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,Le Castellet,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit
1982,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
1982,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,Zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort
1982,zolder,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694,Heusden-Zolder,http://en.wikipedia.org/wiki/Zolder
1983,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,Kent,http://en.wikipedia.org/wiki/Brands_Hatch
1983,detroit,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,Detroit,http://en.wikipedia.org/wiki/Detroit_street_circuit
1983,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1983,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1983,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,Rio de Janeiro,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_Nelson_Piquet
1983,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,Midrand,http://en.wikipedia.org/wiki/Kyalami
1983,long_beach,Long Beach,California,USA,33.7651,-118.189,California,"http://en.wikipedia.org/wiki/Long_Beach,_California"
1983,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1983,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1983,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,Spielberg,http://en.wikipedia.org/wiki/Red_Bull_Ring
1983,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,Le Castellet,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit
1983,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
1983,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1983,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
1983,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,Zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort
1984,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,Kent,http://en.wikipedia.org/wiki/Brands_Hatch
1984,dallas,Fair Park,Dallas,USA,32.7774,-96.7587,Dallas,http://en.wikipedia.org/wiki/Fair_Park
1984,detroit,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,Detroit,http://en.wikipedia.org/wiki/Detroit_street_circuit
1984,dijon,Dijon-Prenois,Dijon,France,47.3625,4.89913,Dijon,http://en.wikipedia.org/wiki/Dijon-Prenois
1984,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,Estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril
1984,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1984,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1984,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,Rio de Janeiro,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_Nelson_Piquet
1984,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,Midrand,http://en.wikipedia.org/wiki/Kyalami
1984,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1984,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1984,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
1984,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,Spielberg,http://en.wikipedia.org/wiki/Red_Bull_Ring
1984,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
1984,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,Zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort
1984,zolder,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694,Heusden-Zolder,http://en.wikipedia.org/wiki/Zolder
1985,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,Adelaide,http://en.wikipedia.org/wiki/Adelaide_Street_Circuit
1985,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,Kent,http://en.wikipedia.org/wiki/Brands_Hatch
1985,detroit,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,Detroit,http://en.wikipedia.org/wiki/Detroit_street_circuit
1985,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,Estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril
1985,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1985,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,Rio de Janeiro,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_Nelson_Piquet
1985,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,Midrand,http://en.wikipedia.org/wiki/Kyalami
1985,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1985,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1985,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
1985,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,Spielberg,http://en.wikipedia.org/wiki/Red_Bull_Ring
1985,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,Le Castellet,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit
1985,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
1985,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1985,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
1985,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,Zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort
1986,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,Adelaide,http://en.wikipedia.org/wiki/Adelaide_Street_Circuit
1986,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,Kent,http://en.wikipedia.org/wiki/Brands_Hatch
1986,detroit,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,Detroit,http://en.wikipedia.org/wiki/Detroit_street_circuit
1986,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,Estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril
1986,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1986,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
1986,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1986,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,Rio de Janeiro,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_Nelson_Piquet
1986,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,Jerez de la Frontera,http://en.wikipedia.org/wiki/Circuito_Permanente_de_Jerez
1986,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1986,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1986,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,Spielberg,http://en.wikipedia.org/wiki/Red_Bull_Ring
1986,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,Le Castellet,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit
1986,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,Mexico City,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez
1986,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1986,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
1987,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,Adelaide,http://en.wikipedia.org/wiki/Adelaide_Street_Circuit
1987,detroit,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,Detroit,http://en.wikipedia.org/wiki/Detroit_street_circuit
1987,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,Estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril
1987,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1987,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
1987,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1987,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,Rio de Janeiro,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_Nelson_Piquet
1987,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,Jerez de la Frontera,http://en.wikipedia.org/wiki/Circuito_Permanente_de_Jerez
1987,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1987,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1987,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,Spielberg,http://en.wikipedia.org/wiki/Red_Bull_Ring
1987,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,Le Castellet,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit
1987,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,Mexico City,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez
1987,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
1987,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1987,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
1988,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,Adelaide,http://en.wikipedia.org/wiki/Adelaide_Street_Circuit
1988,detroit,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,Detroit,http://en.wikipedia.org/wiki/Detroit_street_circuit
1988,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,Estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril
1988,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1988,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
1988,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1988,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,Rio de Janeiro,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_Nelson_Piquet
1988,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,Jerez de la Frontera,http://en.wikipedia.org/wiki/Circuito_Permanente_de_Jerez
1988,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1988,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1988,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,Le Castellet,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit
1988,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,Mexico City,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez
1988,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
1988,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1988,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
1988,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
1989,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,Adelaide,http://en.wikipedia.org/wiki/Adelaide_Street_Circuit
1989,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,Estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril
1989,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1989,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
1989,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1989,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,Rio de Janeiro,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_Nelson_Piquet
1989,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,Jerez de la Frontera,http://en.wikipedia.org/wiki/Circuito_Permanente_de_Jerez
1989,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1989,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1989,phoenix,Phoenix street circuit,Phoenix,USA,33.4479,-112.075,Phoenix,http://en.wikipedia.org/wiki/Phoenix_street_circuit
1989,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,Le Castellet,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit
1989,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,Mexico City,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez
1989,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
1989,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1989,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
1989,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
1990,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,Adelaide,http://en.wikipedia.org/wiki/Adelaide_Street_Circuit
1990,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,Estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril
1990,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1990,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
1990,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1990,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
1990,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,Jerez de la Frontera,http://en.wikipedia.org/wiki/Circuito_Permanente_de_Jerez
1990,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1990,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1990,phoenix,Phoenix street circuit,Phoenix,USA,33.4479,-112.075,Phoenix,http://en.wikipedia.org/wiki/Phoenix_street_circuit
1990,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,Le Castellet,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit
1990,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,Mexico City,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez
1990,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
1990,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1990,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
1990,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
1991,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,Adelaide,http://en.wikipedia.org/wiki/Adelaide_Street_Circuit
1991,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
1991,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,Estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril
1991,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1991,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
1991,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1991,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
1991,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
1991,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1991,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1991,phoenix,Phoenix street circuit,Phoenix,USA,33.4479,-112.075,Phoenix,http://en.wikipedia.org/wiki/Phoenix_street_circuit
1991,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,Mexico City,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez
1991,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
1991,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1991,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
1991,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
1992,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,Adelaide,http://en.wikipedia.org/wiki/Adelaide_Street_Circuit
1992,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
1992,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,Estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril
1992,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1992,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
1992,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1992,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
1992,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,Midrand,http://en.wikipedia.org/wiki/Kyalami
1992,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
1992,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1992,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1992,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,Mexico City,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez
1992,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
1992,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1992,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
1992,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
1993,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,Adelaide,http://en.wikipedia.org/wiki/Adelaide_Street_Circuit
1993,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
1993,donington,Donington Park,Castle Donington,UK,52.8306,-1.37528,Castle Donington,http://en.wikipedia.org/wiki/Donington_Park
1993,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,Estoril,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril
1993,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
1993,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
1993,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
1993,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
1993,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,Midrand,http://en.wikipedia.org/wiki/Kyalami
1993,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
1993,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
1993,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
1993,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
1993,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
1993,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
1993,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
